matrix,scope,feature,week4_group,bucket,row_candidate,column_candidate,n_shared_series,share_row_better_rel_naive,mean_rel_naive_delta
family_decomposition_all_models,global,all,all,all,mlforecast | with_mstl,mlforecast | with_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,mlforecast | without_mstl,1986,0.5332326283987915,-0.09473845479134665
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,neuralforecast | with_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,neuralforecast | without_mstl,1986,0.5357502517623364,0.014939437703982535
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,statistical | with_mstl,1986,0.4511581067472306,-0.03852918740968073
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,statistical | without_mstl,1986,0.4244712990936556,0.048406375198109475
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,transformer | with_mstl,1986,0.44964753272910374,0.11062084173206377
family_decomposition_all_models,global,all,all,all,neuralforecast | with_mstl,transformer | without_mstl,1986,0.5100704934541792,0.05652466786067422
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,mlforecast | with_mstl,1986,0.44813695871097686,0.005615149906815504
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,mlforecast | without_mstl,1986,0.49395770392749244,-0.1096778924953292
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,neuralforecast | with_mstl,1986,0.46424974823766363,-0.014939437703982535
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,neuralforecast | without_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,statistical | with_mstl,1986,0.42799597180261834,-0.05346862511366327
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,statistical | without_mstl,1986,0.351460221550856,0.03346693749412694
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,transformer | with_mstl,1986,0.4395770392749245,0.09568140402808124
family_decomposition_all_models,global,all,all,all,neuralforecast | without_mstl,transformer | without_mstl,1986,0.4692849949647533,0.04158523015669168
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,mlforecast | with_mstl,1986,0.526183282980866,0.05908377502047878
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,mlforecast | without_mstl,1986,0.5599194360523666,-0.0562092673816659
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,neuralforecast | with_mstl,1986,0.5488418932527693,0.03852918740968073
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,neuralforecast | without_mstl,1986,0.5720040281973817,0.05346862511366327
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,statistical | with_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,statistical | without_mstl,1986,0.4415911379657603,0.0869355626077902
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,transformer | with_mstl,1986,0.48338368580060426,0.14915002914174452
family_decomposition_all_models,global,all,all,all,statistical | with_mstl,transformer | without_mstl,1986,0.5342396777442094,0.09505385527035497
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,mlforecast | with_mstl,1986,0.5518630412890232,-0.027851787587311425
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,mlforecast | without_mstl,1986,0.6173212487411883,-0.1431448299894561
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,neuralforecast | with_mstl,1986,0.5755287009063444,-0.048406375198109475
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,neuralforecast | without_mstl,1986,0.648539778449144,-0.03346693749412694
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,statistical | with_mstl,1986,0.5584088620342397,-0.0869355626077902
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,statistical | without_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,transformer | with_mstl,1986,0.5281973816717019,0.062214466533954293
family_decomposition_all_models,global,all,all,all,statistical | without_mstl,transformer | without_mstl,1986,0.5871097683786506,0.008118292662564749
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,mlforecast | with_mstl,1986,0.5181268882175226,-0.09006625412126575
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,mlforecast | without_mstl,1986,0.5639476334340383,-0.20535929652341042
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,neuralforecast | with_mstl,1986,0.5503524672708963,-0.11062084173206377
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,neuralforecast | without_mstl,1986,0.5604229607250756,-0.09568140402808124
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,statistical | with_mstl,1986,0.5166163141993958,-0.14915002914174452
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,statistical | without_mstl,1986,0.47180261832829806,-0.062214466533954293
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,transformer | with_mstl,1986,0.5,0.0
family_decomposition_all_models,global,all,all,all,transformer | with_mstl,transformer | without_mstl,1986,0.5412890231621349,-0.054096173871389555
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,mlforecast | with_mstl,1986,0.47633434038267874,-0.03597008024987617
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,mlforecast | without_mstl,1986,0.5287009063444109,-0.15126312265202088
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,neuralforecast | with_mstl,1986,0.48992950654582074,-0.05652466786067422
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,neuralforecast | without_mstl,1986,0.5307150050352467,-0.04158523015669168
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,statistical | with_mstl,1986,0.46576032225579056,-0.09505385527035497
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,statistical | without_mstl,1986,0.41289023162134947,-0.008118292662564749
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,transformer | with_mstl,1986,0.45871097683786505,0.054096173871389555
family_decomposition_all_models,global,all,all,all,transformer | without_mstl,transformer | without_mstl,1986,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,mlforecast | with_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,mlforecast | without_mstl,999,0.5235235235235235,-0.06211871938880599
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,neuralforecast | with_mstl,999,0.5125125125125125,-0.009928088555138777
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,neuralforecast | without_mstl,999,0.5365365365365365,-0.004719073851156246
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,statistical | with_mstl,999,0.44744744744744747,-0.025008062413724472
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,statistical | without_mstl,999,0.4094094094094094,0.06737926875729573
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,transformer | with_mstl,999,0.4744744744744745,0.03263008061294906
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | with_mstl,transformer | without_mstl,999,0.5035035035035035,0.025650149239007006
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,mlforecast | with_mstl,999,0.47647647647647645,0.06211871938880599
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,mlforecast | without_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,neuralforecast | with_mstl,999,0.4914914914914915,0.05219063083366721
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,neuralforecast | without_mstl,999,0.5215215215215215,0.057399645537649736
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,statistical | with_mstl,999,0.46346346346346345,0.03711065697508152
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,statistical | without_mstl,999,0.3763763763763764,0.12949798814610172
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,transformer | with_mstl,999,0.46646646646646645,0.09474880000175503
family_decomposition_all_models,seasonality,all,combined_monthly,all,mlforecast | without_mstl,transformer | without_mstl,999,0.4984984984984985,0.08776886862781301
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,mlforecast | with_mstl,999,0.4874874874874875,0.009928088555138777
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,mlforecast | without_mstl,999,0.5085085085085085,-0.05219063083366721
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,neuralforecast | with_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,neuralforecast | without_mstl,999,0.5375375375375375,0.005209014703982531
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,statistical | with_mstl,999,0.4314314314314314,-0.01507997385858569
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,statistical | without_mstl,999,0.4044044044044044,0.07730735731243452
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,transformer | with_mstl,999,0.45845845845845845,0.04255816916808783
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | with_mstl,transformer | without_mstl,999,0.5005005005005005,0.03557823779414578
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,mlforecast | with_mstl,999,0.46346346346346345,0.004719073851156246
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,mlforecast | without_mstl,999,0.47847847847847846,-0.057399645537649736
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,neuralforecast | with_mstl,999,0.4624624624624625,-0.005209014703982531
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,neuralforecast | without_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,statistical | with_mstl,999,0.41041041041041043,-0.020288988562568225
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,statistical | without_mstl,999,0.3263263263263263,0.07209834260845198
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,transformer | with_mstl,999,0.45345345345345345,0.0373491544641053
family_decomposition_all_models,seasonality,all,combined_monthly,all,neuralforecast | without_mstl,transformer | without_mstl,999,0.45245245245245247,0.030369223090163253
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,mlforecast | with_mstl,999,0.5525525525525525,0.025008062413724472
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,mlforecast | without_mstl,999,0.5365365365365365,-0.03711065697508152
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,neuralforecast | with_mstl,999,0.5685685685685685,0.01507997385858569
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,neuralforecast | without_mstl,999,0.5895895895895896,0.020288988562568225
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,statistical | with_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,statistical | without_mstl,999,0.4294294294294294,0.09238733117102023
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,transformer | with_mstl,999,0.5135135135135135,0.05763814302667353
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | with_mstl,transformer | without_mstl,999,0.5245245245245245,0.05065821165273149
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,mlforecast | with_mstl,999,0.5905905905905906,-0.06737926875729573
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,mlforecast | without_mstl,999,0.6236236236236237,-0.12949798814610172
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,neuralforecast | with_mstl,999,0.5955955955955956,-0.07730735731243452
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,neuralforecast | without_mstl,999,0.6736736736736737,-0.07209834260845198
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,statistical | with_mstl,999,0.5705705705705706,-0.09238733117102023
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,statistical | without_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,transformer | with_mstl,999,0.5725725725725725,-0.03474918814434669
family_decomposition_all_models,seasonality,all,combined_monthly,all,statistical | without_mstl,transformer | without_mstl,999,0.5995995995995996,-0.04172911951828873
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,mlforecast | with_mstl,999,0.5255255255255256,-0.03263008061294906
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,mlforecast | without_mstl,999,0.5335335335335335,-0.09474880000175503
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,neuralforecast | with_mstl,999,0.5415415415415415,-0.04255816916808783
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,neuralforecast | without_mstl,999,0.5465465465465466,-0.0373491544641053
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,statistical | with_mstl,999,0.4864864864864865,-0.05763814302667353
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,statistical | without_mstl,999,0.42742742742742745,0.03474918814434669
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,transformer | with_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | with_mstl,transformer | without_mstl,999,0.5135135135135135,-0.00697993137394204
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,mlforecast | with_mstl,999,0.4964964964964965,-0.025650149239007006
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,mlforecast | without_mstl,999,0.5015015015015015,-0.08776886862781301
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,neuralforecast | with_mstl,999,0.4994994994994995,-0.03557823779414578
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,neuralforecast | without_mstl,999,0.5475475475475475,-0.030369223090163253
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,statistical | with_mstl,999,0.4754754754754755,-0.05065821165273149
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,statistical | without_mstl,999,0.4004004004004004,0.04172911951828873
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,transformer | with_mstl,999,0.4864864864864865,0.00697993137394204
family_decomposition_all_models,seasonality,all,combined_monthly,all,transformer | without_mstl,transformer | without_mstl,999,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,mlforecast | with_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,mlforecast | without_mstl,987,0.6484295845997974,-0.16911386174391302
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,neuralforecast | with_mstl,987,0.5440729483282675,-0.031310284223365015
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,neuralforecast | without_mstl,987,0.5673758865248227,-0.006522120504184905
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,statistical | with_mstl,987,0.5005065856129686,-0.0935737820054307
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,statistical | without_mstl,987,0.48733535967578523,-0.012156270861335316
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,transformer | with_mstl,987,0.48936170212765956,0.14820073976950116
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | with_mstl,transformer | without_mstl,987,0.5440729483282675,0.046415481546591794
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,mlforecast | with_mstl,987,0.3515704154002026,0.16911386174391302
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,mlforecast | without_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,neuralforecast | with_mstl,987,0.44174265450861194,0.13780357752054803
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,neuralforecast | without_mstl,987,0.49037487335359675,0.16259174123972814
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,statistical | with_mstl,987,0.41641337386018235,0.07554007973848233
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,statistical | without_mstl,987,0.3890577507598784,0.15695759088257774
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,transformer | with_mstl,987,0.40526849037487334,0.3173146015134141
family_decomposition_all_models,seasonality,all,combined_quarterly,all,mlforecast | without_mstl,transformer | without_mstl,987,0.44376899696048633,0.21552934329050483
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,mlforecast | with_mstl,987,0.45592705167173253,0.031310284223365015
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,mlforecast | without_mstl,987,0.5582573454913881,-0.13780357752054803
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,neuralforecast | with_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,neuralforecast | without_mstl,987,0.5339412360688957,0.024788163719180113
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,statistical | with_mstl,987,0.47112462006079026,-0.06226349778206569
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,statistical | without_mstl,987,0.4447821681864235,0.019154013362029716
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,transformer | with_mstl,987,0.44072948328267475,0.17951102399286614
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | with_mstl,transformer | without_mstl,987,0.5197568389057751,0.0777257657699568
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,mlforecast | with_mstl,987,0.4326241134751773,0.006522120504184905
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,mlforecast | without_mstl,987,0.5096251266464032,-0.16259174123972814
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,neuralforecast | with_mstl,987,0.46605876393110435,-0.024788163719180113
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,neuralforecast | without_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,statistical | with_mstl,987,0.4457953394123607,-0.08705166150124578
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,statistical | without_mstl,987,0.3768996960486322,-0.005634150357150399
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,transformer | with_mstl,987,0.425531914893617,0.15472286027368606
family_decomposition_all_models,seasonality,all,combined_quarterly,all,neuralforecast | without_mstl,transformer | without_mstl,987,0.48632218844984804,0.05293760205077668
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,mlforecast | with_mstl,987,0.49949341438703143,0.0935737820054307
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,mlforecast | without_mstl,987,0.5835866261398176,-0.07554007973848233
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,neuralforecast | with_mstl,987,0.5288753799392097,0.06226349778206569
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,neuralforecast | without_mstl,987,0.5542046605876393,0.08705166150124578
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,statistical | with_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,statistical | without_mstl,987,0.45390070921985815,0.08141751114409539
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,transformer | with_mstl,987,0.45288753799392095,0.24177452177493183
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | with_mstl,transformer | without_mstl,987,0.5440729483282675,0.13998926355202249
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,mlforecast | with_mstl,987,0.5126646403242148,0.012156270861335316
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,mlforecast | without_mstl,987,0.6109422492401215,-0.15695759088257774
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,neuralforecast | with_mstl,987,0.5552178318135765,-0.019154013362029716
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,neuralforecast | without_mstl,987,0.6231003039513677,0.005634150357150399
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,statistical | with_mstl,987,0.5460992907801419,-0.08141751114409539
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,statistical | without_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,transformer | with_mstl,987,0.48328267477203646,0.16035701063083643
family_decomposition_all_models,seasonality,all,combined_quarterly,all,statistical | without_mstl,transformer | without_mstl,987,0.574468085106383,0.058571752407927086
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,mlforecast | with_mstl,987,0.5106382978723404,-0.14820073976950116
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,mlforecast | without_mstl,987,0.5947315096251267,-0.3173146015134141
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,neuralforecast | with_mstl,987,0.5592705167173252,-0.17951102399286614
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,neuralforecast | without_mstl,987,0.574468085106383,-0.15472286027368606
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,statistical | with_mstl,987,0.547112462006079,-0.24177452177493183
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,statistical | without_mstl,987,0.5167173252279635,-0.16035701063083643
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,transformer | with_mstl,987,0.5,0.0
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | with_mstl,transformer | without_mstl,987,0.569402228976697,-0.10178525822290936
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,mlforecast | with_mstl,987,0.45592705167173253,-0.046415481546591794
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,mlforecast | without_mstl,987,0.5562310030395137,-0.21552934329050483
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,neuralforecast | with_mstl,987,0.48024316109422494,-0.0777257657699568
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,neuralforecast | without_mstl,987,0.513677811550152,-0.05293760205077668
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,statistical | with_mstl,987,0.45592705167173253,-0.13998926355202249
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,statistical | without_mstl,987,0.425531914893617,-0.058571752407927086
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,transformer | with_mstl,987,0.43059777102330293,0.10178525822290936
family_decomposition_all_models,seasonality,all,combined_quarterly,all,transformer | without_mstl,transformer | without_mstl,987,0.5,0.0
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,mlforecast | with_mstl,1986,0.5,0.0
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,mlforecast | without_mstl,1986,0.5855991943605237,-0.11529304240214469
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,neuralforecast | with_mstl,1986,0.5281973816717019,-0.02055458761079804
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,neuralforecast | without_mstl,1986,0.5518630412890232,-0.005615149906815504
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,statistical | with_mstl,1986,0.4738167170191339,-0.05908377502047878
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,statistical | without_mstl,1986,0.44813695871097686,0.027851787587311425
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,transformer | with_mstl,1986,0.4818731117824773,0.09006625412126575
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | with_mstl,transformer | without_mstl,1986,0.5236656596173213,0.03597008024987617
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,mlforecast | with_mstl,1986,0.41440080563947634,0.11529304240214469
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,mlforecast | without_mstl,1986,0.5,0.0
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,neuralforecast | with_mstl,1986,0.46676737160120846,0.09473845479134665
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,neuralforecast | without_mstl,1986,0.5060422960725075,0.1096778924953292
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,statistical | with_mstl,1986,0.44008056394763345,0.0562092673816659
family_decomposition_all_models,feature_global,noise_non_normality,all,all,mlforecast | without_mstl,statistical | without_mstl,1986,0.3826787512588117,0.1431448299894561
